Store,Dept,Date,Weekly_Sales,IsHoliday
19,47,2010-07-30,-58.0,False
19,47,2010-11-05,-97.97,False
19,47,2010-12-31,-449.0,True
19,47,2011-04-01,-15.0,False
19,47,2011-04-15,-499.0,False
19,47,2011-06-17,-30.0,False
19,47,2011-12-23,-649.0,False
19,47,2012-01-20,-49.0,False
19,47,2012-08-24,-649.0,False
19,47,2012-10-26,-18.0,False
19,54,2011-11-18,-24.04,False
19,54,2011-12-30,-3.28,True
19,54,2012-08-24,-28.92,False
19,78,2012-02-03,-12.88,False
20,18,2010-04-30,-5.96,False
20,18,2010-06-04,-4.0,False
20,18,2010-06-18,-9.7,False
20,18,2011-05-20,-2.06,False
20,18,2011-05-27,-17.66,False
20,18,2011-06-03,-0.9,False
20,18,2012-07-27,-0.98,False
20,19,2011-02-25,-12.0,False
20,19,2011-05-20,-32.0,False
20,19,2011-11-11,-7.97,False
20,19,2011-11-25,-22.03,True
20,19,2011-12-16,-1.97,False
20,19,2012-03-16,-10.0,False
20,19,2012-03-30,-6.47,False
20,19,2012-05-04,-69.56,False
20,19,2012-06-01,-11.88,False
20,19,2012-06-22,-0.97,False
20,19,2012-08-31,-7.47,False
20,19,2012-09-28,-19.9,False
20,19,2012-10-12,-44.82,False
20,19,2012-10-26,-3.97,False
20,47,2010-05-07,-39.0,False
20,47,2010-05-21,-39.0,False
20,47,2010-09-10,-598.0,True
20,47,2010-12-03,-598.0,False
20,47,2011-07-01,-778.5,False
20,47,2011-12-30,-798.0,True
20,47,2012-06-08,-78.0,False
20,47,2012-08-24,-34.0,False
20,47,2012-09-14,-38.0,False
20,54,2011-01-07,-18.0,False
20,54,2011-12-30,-3.04,True
20,54,2012-06-29,-34.92,False
20,77,2011-04-15,-29.97,False
20,77,2012-08-17,-175.0,False
20,96,2011-12-23,-8.44,False
20,96,2012-09-07,-8.97,True
20,96,2012-09-28,-17.88,False
21,18,2010-05-14,-3.0,False
21,18,2011-03-11,-5.4,False
21,18,2011-05-13,-6.23,False
21,18,2011-05-27,-0.97,False
21,18,2012-05-18,-1.33,False
21,18,2012-07-06,-1.0,False
21,18,2012-09-07,-22.97,True
21,47,2010-03-05,-324.0,False
21,47,2010-08-27,-450.0,False
21,47,2011-04-01,-399.0,False
21,47,2012-01-06,-16.0,False
21,47,2012-07-20,-42.0,False
21,48,2010-10-15,-14.97,False
21,51,2010-06-04,-11.73,False
21,54,2010-05-28,-89.0,False
21,54,2010-11-26,-1.98,True
21,54,2011-02-04,-81.0,False
21,54,2011-02-11,-60.16,True
21,54,2011-04-01,-20.92,False
21,54,2012-01-27,-24.88,False
21,54,2012-06-08,-3.12,False
21,80,2010-07-09,-1.4,False
21,80,2010-10-15,-25.02,False
21,80,2010-11-12,-17.94,False
21,80,2011-06-24,-20.97,False
21,80,2012-06-22,-0.64,False
21,94,2010-03-05,-0.85,False
21,94,2010-11-12,-1.88,False
21,94,2011-03-18,-1.47,False
21,94,2011-04-15,-1.88,False
21,94,2011-05-20,-2.48,False
21,94,2012-01-13,-6.88,False
21,98,2010-05-28,-10.21,False
21,98,2010-06-25,-5.0,False
21,98,2010-09-17,-1.0,False
21,98,2010-12-03,-3.37,False
22,6,2012-01-13,-106.34,False
22,18,2010-05-07,-1.52,False
22,18,2010-05-21,-5.0,False
22,18,2010-06-04,-5.0,False
22,18,2010-06-11,-17.25,False
22,18,2010-06-25,-2.0,False
22,18,2010-07-02,-175.54,False
22,18,2011-06-10,-5.0,False
22,18,2012-05-11,-6.78,False
22,19,2010-06-04,-4.88,False
22,19,2010-12-03,-16.0,False
22,19,2011-01-28,-7.0,False
22,19,2011-04-01,-10.97,False
22,19,2011-06-10,-3.81,False
22,47,2011-08-12,-97.0,False
22,47,2011-10-21,-79.0,False
22,47,2012-01-06,-15.0,False
22,47,2012-05-25,-124.0,False
22,47,2012-06-15,-38.88,False
22,47,2012-10-12,-78.0,False
22,48,2012-05-25,-42.05,False
22,49,2010-03-05,-14.13,False
22,49,2010-03-26,-1.88,False
22,49,2010-04-09,-2.83,False
22,49,2010-06-11,-24.0,False
22,49,2010-08-13,-4.97,False
22,49,2010-09-10,-4.94,True
22,49,2011-01-28,-15.0,False
22,49,2011-09-16,-4.94,False
22,49,2012-01-13,-2.97,False
22,49,2012-01-27,-35.76,False
22,49,2012-08-24,-58.0,False
22,54,2011-01-14,-44.08,False
22,54,2011-05-27,-0.76,False
22,54,2011-09-16,-15.0,False
22,54,2012-06-22,-9.92,False
22,54,2012-10-05,-24.04,False
22,78,2010-03-19,-12.0,False
22,94,2011-11-04,-2.0,False
22,94,2012-08-31,-3.56,False
22,96,2012-09-21,-0.56,False
23,18,2010-05-21,-1.5,False
23,18,2010-06-04,-3.0,False
23,18,2010-07-02,-168.0,False
23,18,2011-08-19,-17.97,False
23,18,2012-05-04,-13.78,False
23,18,2012-05-11,-6.72,False
23,18,2012-05-25,-30.0,False
23,18,2012-06-01,-1.97,False
23,47,2010-09-17,-65.0,False
23,47,2010-10-08,-35.0,False
23,47,2011-02-18,-15.0,False
23,47,2011-03-25,-298.0,False
23,47,2011-04-01,-206.0,False
23,47,2011-12-23,-119.0,False
23,47,2012-03-23,-259.0,False
23,47,2012-06-22,-1.5,False
23,48,2011-01-07,-102.32,False
23,48,2011-08-05,-197.0,False
23,48,2011-09-30,-169.0,False
23,48,2011-12-16,-44.91,False
23,51,2011-05-27,-29.96,False
23,54,2012-07-27,-9.0,False
23,78,2010-06-25,-12.0,False
23,78,2011-09-09,-12.88,True
23,80,2010-12-10,-213.08,False
23,80,2010-12-31,-75.0,True
23,80,2011-01-07,-1.13,False
23,94,2011-08-05,-1.94,False
23,94,2012-03-09,-6.98,False
23,98,2010-08-06,-6.0,False
23,98,2010-09-17,-3.98,False
23,98,2012-08-10,-0.93,False
24,18,2012-05-04,-0.63,False
24,18,2012-05-11,-20.59,False
24,19,2011-05-06,-4.94,False
24,45,2010-04-30,-2.96,False
24,45,2011-05-13,-18.49,False
24,47,2010-03-19,-41.42,False
24,47,2010-04-30,-100.0,False
24,47,2011-02-04,-57.86,False
24,47,2012-02-03,-109.0,False
24,50,2012-07-06,-5.0,False
24,54,2011-01-21,-13.2,False
24,54,2011-03-25,-65.08,False
24,54,2011-04-15,-10.0,False
24,54,2011-06-03,-14.12,False
24,54,2011-07-01,-4.0,False
24,54,2011-07-29,-59.12,False
24,54,2012-05-11,-28.92,False
24,54,2012-09-07,-20.0,True
25,6,2011-08-26,-58.56,False
25,18,2010-05-07,-12.0,False
25,18,2010-05-21,-4.68,False
25,18,2010-05-28,-3.9,False
25,18,2011-03-11,-5.4,False
25,18,2011-05-20,-4.03,False
25,18,2011-06-03,-1.8,False
25,18,2011-06-10,-7.08,False
25,18,2011-06-17,-18.54,False
25,18,2012-05-11,-4.91,False
25,18,2012-05-18,-2.47,False
25,19,2011-11-18,-7.5,False
25,47,2010-02-12,-10.0,True
25,47,2011-10-21,-18.0,False
25,47,2011-12-30,-28.92,True
25,47,2012-03-02,-10.0,False
25,48,2012-05-25,-92.37,False
25,48,2012-08-03,-99.87,False
25,54,2011-05-13,-24.0,False
25,54,2011-07-15,-28.92,False
25,54,2012-01-13,-55.0,False
25,54,2012-06-01,-88.08,False
25,78,2011-11-25,-12.88,True
25,80,2010-04-09,-2.0,False
25,80,2010-05-14,-18.78,False
25,94,2010-04-23,-4.88,False
25,94,2010-09-10,-4.0,True
25,94,2011-03-04,-18.29,False
25,94,2011-04-08,-3.98,False
25,94,2011-04-15,-3.75,False
25,94,2011-06-10,-7.73,False
25,96,2012-09-14,-1.27,False
25,98,2011-02-25,-0.63,False
26,18,2012-04-27,-1.23,False
26,50,2011-11-18,-79.0,False
26,51,2011-08-19,-1.36,False
26,54,2010-02-05,-34.0,False
26,54,2010-03-12,-11.0,False
26,54,2010-12-31,-21.42,True
26,54,2011-01-14,-48.94,False
26,54,2012-09-21,-29.08,False
27,18,2010-04-30,-11.4,False
27,18,2010-05-07,-3.0,False
27,18,2010-05-14,-4.0,False
27,18,2010-05-21,-1.9,False
27,18,2010-06-18,-14.0,False
27,18,2010-06-25,-5.0,False
27,18,2011-06-17,-9.8,False
27,18,2011-06-24,-1.1,False
27,18,2012-05-11,-1.5,False
27,47,2010-02-26,-20.0,False
27,47,2010-06-18,-28.0,False
27,47,2010-06-25,-65.0,False
27,47,2010-10-29,-409.0,False
27,47,2010-12-10,-24.0,False
27,47,2011-05-13,-63.0,False
27,47,2011-07-29,-8.5,False
27,47,2011-12-16,-279.0,False
27,47,2011-12-30,-59.0,True
27,47,2012-03-30,-69.0,False
27,47,2012-10-05,-39.5,False
27,51,2011-08-19,-2.36,False
27,54,2012-05-11,-69.88,False
27,58,2012-08-17,-50.0,False
27,77,2012-02-24,-8.27,False
27,78,2011-10-07,-10.0,False
27,78,2011-10-21,-9.88,False
27,78,2012-04-06,-7.0,False
28,6,2010-09-03,-157.63,False
28,6,2010-10-08,-4988.94,False
28,18,2011-05-20,-2.5,False
28,18,2011-07-15,-4.0,False
28,32,2011-03-25,-1321.48,False
28,47,2010-03-19,-198.0,False
28,47,2010-12-03,-705.0,False
28,47,2011-04-15,-298.0,False
